N,avg_elapsed
1260,0.002597000000000016
1270,0.00259100000000001
1280,0.003076000000000023
1290,0.003291000000000044
1300,0.0027040000000000397
1310,0.003504000000000007
1320,0.0030609999999999804
1330,0.002612000000000003
1340,0.003134999999999999
1350,0.0027739999999999987
1360,0.0035119999999999596
1370,0.00301499999999999
1380,0.0029509999999999814
1390,0.0031420000000000337
1400,0.00535399999999997
1410,0.0031160000000000077
1420,0.003147000000000011
1430,0.0030040000000000067
1440,0.0039050000000000473
1450,0.00325400000000009
1460,0.003010999999999986
1470,0.003510000000000013
1480,0.003170000000000006
1490,0.0034610000000000474
1500,0.0035169999999999924
1510,0.003026000000000084
1520,0.0038449999999999873
1530,0.003155000000000019
1540,0.0030850000000000044
1550,0.0040679999999999605
1560,0.0032130000000000214
1570,0.0038250000000000783
1580,0.003818000000000099
1590,0.0032640000000000446
1600,0.004233000000000042
1610,0.003246000000000082
1620,0.004554999999999976
1630,0.003774999999999973
1640,0.0034680000000000266
1650,0.0038690000000000113
1660,0.0035560000000000036
1670,0.004251000000000005
1680,0.003893999999999953
1690,0.0040040000000000076
1700,0.003970000000000029
1710,0.004017000000000048
1720,0.0041399999999999215
1730,0.0041319999999999135
1740,0.0042000000000000925
1750,0.00387000000000004
1760,0.004451000000000094
1770,0.003942000000000001
1780,0.00422100000000003
1790,0.003971000000000058
1800,0.004721000000000086
1810,0.00378999999999996
1820,0.005349999999999966
1830,0.003967000000000054
1840,0.004618000000000011
1850,0.003912000000000027
1860,0.00408200000000003
1870,0.003952000000000067
1880,0.004678000000000071
1890,0.0041399999999999215
1900,0.004535000000000067
1910,0.0041480000000000405
1920,0.004932999999999965
1930,0.0042879999999999585
1940,0.004391000000000034
1950,0.004410000000000025
1960,0.0049560000000000715
1970,0.004237000000000046
1980,0.004457999999999962
1990,0.0046599999999999975
2000,0.005392999999999981
2010,0.004386000000000001
2020,0.004993999999999943
2030,0.00458499999999995
2040,0.004400999999999988
2050,0.005153999999999992
2060,0.004858999999999947
2070,0.005519999999999969
2080,0.0044959999999998335
2090,0.004989000000000132
2100,0.0051160000000001205
2110,0.0049960000000000004
2120,0.004688999999999943
2130,0.005606
2140,0.004807000000000006
2150,0.005010999999999877
2160,0.0047759999999998914
2170,0.005142999999999898
2180,0.005400000000000071
2190,0.0047199999999998354
2200,0.006193000000000115
2210,0.004693000000000058
2220,0.005625999999999909
2230,0.005317000000000016
2240,0.00541400000000003
2250,0.005698999999999899
2260,0.004901999999999962
2270,0.006112000000000117
2280,0.00507000000000013
2290,0.005409999999999915
2300,0.005602000000000107
2310,0.005220000000000002
2320,0.006040999999999963
2330,0.005142999999999898
2340,0.005514999999999937
2350,0.005379000000000023
2360,0.0050200000000000244
2370,0.005950000000000122
2380,0.005814999999999904
2390,0.005576999999999943
2400,0.0063990000000000435
2410,0.005303000000000058
2420,0.005827000000000027
2430,0.005431999999999881
2440,0.005413999999999808
2450,0.006207999999999991
2460,0.006001000000000145
2470,0.00556599999999996
2480,0.006035000000000013
2490,0.005566999999999878
2500,0.005942000000000114
2510,0.0060229999999998896
2520,0.005716999999999972
2530,0.006171000000000149
2540,0.0060840000000002
2550,0.00575799999999993
2560,0.006200999999999901
2570,0.006088000000000093
2580,0.005909000000000164
2590,0.0064589999999999925
2600,0.005786000000000069
2610,0.006313999999999931
2620,0.0065470000000000805
2630,0.0060469999999999136
2640,0.006124999999999936
2650,0.0070550000000000335
2660,0.006485999999999992
2670,0.006108000000000002
2680,0.00638099999999997
2690,0.00646800000000014
2700,0.006000999999999923
2710,0.00626199999999999
2720,0.006959999999999855
2730,0.006512999999999991
2740,0.0067590000000001815
2750,0.007638999999999951
2760,0.006816999999999851
2770,0.006256000000000039
2780,0.00626900000000008
2790,0.007360000000000033
2800,0.006477000000000066
2810,0.006248999999999949
2820,0.007545000000000135
2830,0.007070000000000132
2840,0.006367999999999929
2850,0.006677999999999962
2860,0.007094000000000156
2870,0.0070870000000000655
2880,0.006670000000000176
2890,0.006836000000000064
2900,0.007398000000000016
2910,0.006857999999999809
2920,0.0069669999999999455
2930,0.007282000000000011
2940,0.007699000000000122
2950,0.007365999999999984
2960,0.0064830000000000165
2970,0.007413000000000114
2980,0.007611999999999952
2990,0.00805100000000003
3000,0.007572000000000134
3010,0.007097999999999605
3020,0.007340000000000124
3030,0.007528000000000201
3040,0.008016000000000023
3050,0.006680000000000241
3060,0.0070429999999999104
3070,0.007983999999999991
3080,0.007800999999999725
3090,0.007393999999999679
3100,0.006968000000000085
3110,0.007708000000000048
3120,0.007931999999999828
3130,0.007656000000000329
3140,0.008767000000000191
3150,0.007116000000000344
3160,0.007346000000000075
3170,0.007630999999999943
3180,0.008227000000000206
3190,0.007813999999999766
3200,0.00836900000000007
3210,0.007889000000000035
3220,0.007406000000000024
3230,0.00773199999999985
3240,0.008364999999999956
3250,0.00788499999999992
3260,0.007483999999999824
3270,0.007772000000000112
3280,0.008239999999999803
3290,0.007584000000000035
3300,0.008472999999999953
3310,0.00889799999999985
3320,0.008131999999999806
3330,0.009100999999999804
3340,0.008111999999999675
3350,0.008253999999999984
3360,0.008231999999999573
3370,0.008087000000000177
3380,0.008057999999999677
3390,0.008164000000000282
3400,0.009094000000000158
3410,0.008136000000000365
3420,0.007865000000000233
3430,0.008020999999999834
3440,0.00868100000000016
3450,0.007983999999999991
3460,0.008612999999999982
3470,0.008866999999999958
3480,0.008936999999999973
3490,0.008707000000000242
3500,0.009367999999999821
3510,0.008917999999999981
3520,0.008546000000000387
3530,0.0082040000000001
3540,0.008671000000000095
3550,0.008213000000000026
3560,0.00827499999999981
3570,0.008951999999999849
3580,0.009758000000000155
3590,0.009456000000000131
3600,0.009338999999999764
3610,0.00898500000000002
3620,0.009060999999999986
3630,0.00965499999999997
3640,0.008678000000000186
3650,0.00866300000000031
3660,0.008551000000000197
3670,0.008678000000000186
3680,0.009236000000000022
3690,0.008656999999999915
3700,0.008252999999999844
3710,0.008915000000000006
3720,0.008855000000000057
3730,0.009628000000000192
3740,0.009017000000000053
3750,0.009285999999999905
3760,0.008921999999999652
3770,0.009061999999999681
3780,0.009015000000000217
3790,0.01005099999999981
3800,0.009376000000000051
3810,0.009741999999999695
3820,0.010129000000000055
3830,0.009414000000000033
3840,0.00951499999999994
3850,0.009419999999999984
3860,0.010267000000000248
3870,0.01012700000000022
3880,0.009996000000000116
3890,0.009894999999999765
3900,0.010127999999999915
3910,0.009468000000000032
3920,0.010229999999999961
3930,0.009622999999999937
3940,0.009409000000000223
3950,0.010549000000000142
3960,0.01012600000000008
3970,0.009465999999999752
3980,0.009780999999999818
3990,0.009741
4000,0.010057000000000205
4010,0.009646999999999739
4020,0.009796000000000138
4030,0.00990700000000011
4040,0.009561999999999848
4050,0.009872000000000103
4060,0.0099800000000001
4070,0.00936899999999996
4080,0.010603999999999836
4090,0.010105999999999948
4100,0.010542999999999747
4110,0.01076800000000011
4120,0.010956999999999883
4130,0.010102999999999973
4140,0.009911999999999921
4150,0.010615000000000041
4160,0.010282000000000124
4170,0.01005099999999981
4180,0.0099800000000001
4190,0.010623999999999967
4200,0.00997199999999987
4210,0.010213999999999945
4220,0.010028999999999844
4230,0.010178999999999938
4240,0.011214999999999975
4250,0.01053100000000029
4260,0.010773999999999617
4270,0.010000999999999927
4280,0.010769999999999946
4290,0.010601000000000305
4300,0.01112499999999983
4310,0.010557000000000372
4320,0.010295999999999417
4330,0.010108000000000672
4340,0.010537999999999492
4350,0.010815000000000019
4360,0.01094999999999935
4370,0.01084200000000024
4380,0.010480000000000267
4390,0.01066699999999976
4400,0.010565999999999853
4410,0.010110000000000063
4420,0.010461000000000276
4430,0.010542999999999303
4440,0.01083700000000043
4450,0.011162999999999812
4460,0.0111340000000002
4470,0.010149000000000186
4480,0.010733000000000104
4490,0.01036799999999971
4500,0.010960999999999999
4510,0.011659000000000752
4520,0.01160799999999984
4530,0.012773999999999397
4540,0.011568000000000467
4550,0.010304999999999787
4560,0.010647000000000517
4570,0.011398999999999937
4580,0.011079999999999757
4590,0.011082000000000036
4600,0.011087999999999987
4610,0.011650999999999634
4620,0.011881999999999948
4630,0.011629000000000111
4640,0.011044000000000054
4650,0.011708999999999747
4660,0.010767999999999667
4670,0.011028999999999733
4680,0.012102000000000501
4690,0.011992000000000225
4700,0.011219000000000534
4710,0.012307999999999986
4720,0.011673999999999296
4730,0.011390999999999707
4740,0.01174299999999917
4750,0.012912999999999286
4760,0.013099000000000416
4770,0.011777999999999622
4780,0.011705000000000076
4790,0.012491999999999948
4800,0.012185999999999808
4810,0.012133000000000393
4820,0.012415999999999983
4830,0.011631000000000391
4840,0.01161900000000049
4850,0.01143599999999978
4860,0.011999000000000315
4870,0.012610999999999706
4880,0.011524999999999785
4890,0.012406999999999613
4900,0.011998000000000175
4910,0.01205199999999973
4920,0.012335000000000207
4930,0.012121999999999744
4940,0.01225000000000076
4950,0.012242999999999782
4960,0.01236999999999977
4970,0.013067000000000384
4980,0.012563000000000102
4990,0.012622999999999607
5000,0.013339000000000212
5010,0.012522000000000588
5020,0.01237900000000014
5030,0.012095000000000411
5040,0.013737000000000776
5050,0.012615999999999516
5060,0.012756000000000434
5070,0.013295000000000279
5080,0.013033000000000072
5090,0.01345200000000002
5100,0.014745000000000452
5110,0.01254400000000011
5120,0.01298900000000014
5130,0.012735000000000163
5140,0.012643999999999878
5150,0.0133049999999999
5160,0.013033999999999324
5170,0.012893000000000043
5180,0.013876000000000666
5190,0.012585999999999764
5200,0.013166000000000011
5210,0.014010999999999996
5220,0.012932000000000166
5230,0.012754000000000154
5240,0.01420999999999939
5250,0.01285200000000053
5260,0.012804000000000038
5270,0.012278000000000233
5280,0.013202999999999854
5290,0.013499999999999623
5300,0.013213999999999615
5310,0.01314700000000002
5320,0.012973999999999819
5330,0.013246000000000535
5340,0.013865000000000016
5350,0.013109000000000037
5360,0.013249999999999318
5370,0.012779000000000096
5380,0.013584000000000707
5390,0.01346399999999992
5400,0.013053999999999455
5410,0.013196999999999903
5420,0.013745000000000118
5430,0.013116000000000128
5440,0.01471200000000028
5450,0.0134369999999997
5460,0.015061999999999465
5470,0.01281299999999952
5480,0.014008000000000465
5490,0.01361300000000032
5500,0.013956999999999553
5510,0.01562799999999953
5520,0.013869999999999827
5530,0.013773999999999731
5540,0.014471999999999596
5550,0.013475999999999821
5560,0.015185999999999922
5570,0.01375499999999974
5580,0.014823999999999948
5590,0.01390099999999972
5600,0.014307000000000514
5610,0.014628000000000085
5620,0.014467999999999925
5630,0.015853000000000783
5640,0.014880999999999922
5650,0.013956999999999553
5660,0.014391000000000709
5670,0.013949000000000211
5680,0.013722000000000456
5690,0.013925999999999661
5700,0.01438199999999945
5710,0.015062000000000353
5720,0.01574199999999948
5730,0.01348800000000061
5740,0.014502000000000237
5750,0.01578000000000035
5760,0.014146000000000214
5770,0.014613000000000653
5780,0.01378400000000024
5790,0.013707999999999387
5800,0.014141999999999655
5810,0.014134000000000313
5820,0.015033999999999992
5830,0.014643999999999657
5840,0.01564399999999999
5850,0.016332000000000235
5860,0.014654999999999418
5870,0.017243999999999815
5880,0.013888999999999818
5890,0.015187999999999313
5900,0.014427000000000412
5910,0.01564600000000027
5920,0.015403000000000056
5930,0.01498499999999936
5940,0.01624599999999976
5950,0.014928000000000274
5960,0.014705999999999442
5970,0.014937999999999896
5980,0.015057000000000542
5990,0.01624299999999934
6000,0.015379000000000254
6010,0.015584999999999738
6020,0.01559499999999936
6030,0.014869000000000021
6040,0.01610700000000076
6050,0.0153370000000006
6060,0.014935000000001253
6070,0.016327999999999676
6080,0.014295000000000613
6090,0.02120799999999967
6100,0.020413999999998822
6110,0.015416999999999348
6120,0.015734000000000137
6130,0.015867999999999327
6140,0.017032999999999632
6150,0.016345000000001164
6160,0.015352000000000032
6170,0.015922000000001546
6180,0.01578899999999983
6190,0.0152909999999995
6200,0.015038000000000551
6210,0.016658000000001394
6220,0.016414999999998514
6230,0.01587599999999867
6240,0.016479000000000354
6250,0.01643800000000084
6260,0.01735700000000051
6270,0.01685200000000009
6280,0.016315999999999775
6290,0.015925000000001077
6300,0.01594400000000107
6310,0.01592400000000005
6320,0.016017000000001502
6330,0.017889000000000266
6340,0.017595000000000027
6350,0.016761000000000692
6360,0.01701599999999992
6370,0.016458000000000084
6380,0.016140999999999295
6390,0.016052000000000177
6400,0.01608300000000007
6410,0.015686000000000533
6420,0.016350000000000975
6430,0.01610200000000006
6440,0.015857999999999706
6450,0.01745299999999972
6460,0.016674000000000078
6470,0.016735999999999862
6480,0.015973999999999933
6490,0.016681000000000168
6500,0.016644000000001213
6510,0.01610200000000006
6520,0.0161889999999989
6530,0.017799999999999372
6540,0.018031999999999826
6550,0.017652
6560,0.016560999999999382
6570,0.016682000000001196
6580,0.016149999999999665
6590,0.01656299999999966
6600,0.01717799999999947
6610,0.016351999999999478
6620,0.018323000000000533
6630,0.016867999999998773
6640,0.01720000000000077
6650,0.017222000000000293
6660,0.017480000000000828
6670,0.017136999999999958
6680,0.016790000000000305
6690,0.016342999999999108
6700,0.017376000000000502
6710,0.018388000000001625
6720,0.017346999999999113
6730,0.017667999999998685
6740,0.01979199999999892
6750,0.01702099999999973
6760,0.017406999999998618
6770,0.017350999999999672
6780,0.017367999999999384
6790,0.01637099999999947
6800,0.016950999999998828
6810,0.01860300000000059
6820,0.01685200000000009
6830,0.016462000000000643
6840,0.019397999999998916
6850,0.01718200000000003
6860,0.01830600000000082
6870,0.018697000000001296
6880,0.019440000000001234
6890,0.01700899999999983
6900,0.018938999999999595
6910,0.018197000000000685
6920,0.017191999999999652
6930,0.0181350000000009
6940,0.017697000000000074
6950,0.018066000000001026
6960,0.017407999999999646
6970,0.017466000000000648
6980,0.01853099999999941
6990,0.018604999999999094
7000,0.0178130000000003
7010,0.01684299999999972
7020,0.01797800000000116
7030,0.01851699999999923
7040,0.01977999999999902
7050,0.019497000000001208
7060,0.019971999999999213
7070,0.018926000000000442
7080,0.018625999999999365
7090,0.017355999999999483
7100,0.017590000000000217
7110,0.018345999999999307
7120,0.017827999999999733
7130,0.017522999999998845
7140,0.019425999999999277
7150,0.01868299999999934
7160,0.018173000000000883
7170,0.019263999999999726
7180,0.018170999999998827
7190,0.018201000000001244
7200,0.018950000000000244
7210,0.01933499999999988
7220,0.022213000000000704
7230,0.01948400000000028
7240,0.018181999999999476
7250,0.019995999999999015
7260,0.018232000000001136
7270,0.01850099999999877
7280,0.019090999999999525
7290,0.02133399999999952
7300,0.019016000000000588
7310,0.01949199999999962
7320,0.01801100000000133
7330,0.020061000000000107
7340,0.018800999999999846
7350,0.02013700000000007
7360,0.019146000000000996
7370,0.018311000000000632
7380,0.020182999999999396
7390,0.01991999999999905
7400,0.020160999999999873
7410,0.01838399999999929
7420,0.01871799999999979
7430,0.018765000000000143
7440,0.019564000000000803
7450,0.018746999999999403
7460,0.019338000000001188
7470,0.018152000000000612
7480,0.01967600000000047
7490,0.018162000000000234
7500,0.019835999999999743
7510,0.02016900000000099
7520,0.019197999999999382
7530,0.01916699999999949
7540,0.020675000000000665
7550,0.020247000000001236
7560,0.020570000000001087
7570,0.01932799999999979
7580,0.019560999999999495
7590,0.01959499999999892
7600,0.01950800000000008
7610,0.02012099999999961
7620,0.019425000000000026
7630,0.019684999999999064
7640,0.019828999999999652
7650,0.02010800000000046
7660,0.020806999999999576
7670,0.020222000000000406
7680,0.021577999999999875
7690,0.01955400000000118
7700,0.02022799999999947
7710,0.019519999999999982
7720,0.019810000000001438
7730,0.019653999999999172
7740,0.019782000000001077
7750,0.019879999999998788
7760,0.020698000000001215
7770,0.01981699999999975
7780,0.019439000000000206
7790,0.020697000000000187
7800,0.019270999999999816
7810,0.021058999999999273
7820,0.019868999999999915
7830,0.020501000000001213
7840,0.019830999999999932
7850,0.02089699999999972
7860,0.019606000000001345
7870,0.019572999999999396
7880,0.02089600000000047
7890,0.02106100000000133
7900,0.019868999999999915
7910,0.021625000000000227
7920,0.02215800000000101
7930,0.020853999999999928
7940,0.021074999999999733
7950,0.020881000000001038
7960,0.021017000000000507
7970,0.01981699999999975
7980,0.02121100000000098
7990,0.0202530000000003
8000,0.020334999999999326
8010,0.02093800000000101
8020,0.02020499999999892
8030,0.022459999999998814
8040,0.020459999999999923
8050,0.02134700000000045
8060,0.020706000000000557
8070,0.02012400000000092
8080,0.021257999999999555
8090,0.021342000000000638
8100,0.021997999999999962
8110,0.022868000000000777
8120,0.01998800000000145
8130,0.022809999999999775
8140,0.02165399999999984
8150,0.021264999999999645
8160,0.022410000000000707
8170,0.020319999999999894
8180,0.022479999999999833
8190,0.02012900000000073
8200,0.02067299999999861
8210,0.021498999999998603
8220,0.022372999999999976
8230,0.023957000000001116
8240,0.02366699999999966
8250,0.022336999999998497
8260,0.024247000000000796
8270,0.02241800000000005
8280,0.021896999999999167
8290,0.02325400000000144
8300,0.023118000000000194
8310,0.02208399999999955
8320,0.021367999999998943
8330,0.022917999999998884
8340,0.022674000000000305
8350,0.02057100000000034
8360,0.022473999999998995
8370,0.022596999999999312
8380,0.022437999999999292
8390,0.02227500000000049
8400,0.021157999999999788
8410,0.02215100000000092
8420,0.021861999999998716
8430,0.022496999999999545
8440,0.021250000000000213
8450,0.021907999999999817
8460,0.023284999999999556
8470,0.02243600000000079
8480,0.022240000000000038
8490,0.023287999999999087
8500,0.021134999999999238
8510,0.023755999999998778
8520,0.023623999999999867
8530,0.022469999999998436
8540,0.024315999999998894
8550,0.023438999999999766
8560,0.021943999999997743
8570,0.023771999999997462
8580,0.021803000000002015
8590,0.021477999999998332
8600,0.022127000000001118
8610,0.02279800000000165
8620,0.023893999999998528
8630,0.022999999999999687
8640,0.022164000000000073
8650,0.02327200000000218
8660,0.021570000000000533
8670,0.023524999999999352
8680,0.023156000000000176
8690,0.022387000000001933
8700,0.023065000000002556
8710,0.022304999999999353
8720,0.02320100000000025
8730,0.022019000000000233
8740,0.021681999999998425
8750,0.023465000000001623
8760,0.022832000000001074
8770,0.022702999999999918
8780,0.02318199999999848
8790,0.023164000000001295
8800,0.022721000000000657
8810,0.022428999999998922
8820,0.022861999999999938
8830,0.022185000000000343
8840,0.022800000000000153
8850,0.023813000000000528
8860,0.025286999999998727
8870,0.022847999999999757
8880,0.023575000000001012
8890,0.022075000000000955
8900,0.023767999999996903
8910,0.023111000000000104
8920,0.022353999999999985
8930,0.02349800000000002
8940,0.023782000000000636
8950,0.022710999999997483
8960,0.02429300000000012
8970,0.023199000000001746
8980,0.023138999999996912
8990,0.023578999999998018
9000,0.0230169999999994
9010,0.02258600000000044
9020,0.026502999999998167
9030,0.023863000000002188
9040,0.023386000000002127
9050,0.024367000000001582
9060,0.024333999999999634
9070,0.024667000000000883
9080,0.023799000000000348
9090,0.023050000000001347
9100,0.024474999999998914
9110,0.025683999999998264
9120,0.02406800000000331
9130,0.025116999999998058
9140,0.025427000000000533
9150,0.02376000000000289
9160,0.024359000000000464
9170,0.022780999999998386
9180,0.023970000000002045
9190,0.02430000000000021
9200,0.02617400000000103
9210,0.024167999999999523
9220,0.024397000000000446
9230,0.02495699999999701
9240,0.02426399999999873
9250,0.0242149999999981
9260,0.02565099999999987
9270,0.02378399999999914
9280,0.024326999999999543
9290,0.024649000000000143
9300,0.023278999999998717
9310,0.024248999999997523
9320,0.023493000000001985
9330,0.025142999999999915
9340,0.023910000000000764
9350,0.023538999999999533
9360,0.025090999999999752
9370,0.023347000000001117
9380,0.02648800000000051
9390,0.024219999999999686
9400,0.025300000000001432
9410,0.02489399999999975
9420,0.02398600000000073
9430,0.025358000000000658
9440,0.02548699999999826
9450,0.025778999999999996
9460,0.02427600000000041
9470,0.02680000000000149
9480,0.02623699999999829
9490,0.023465000000001623
9500,0.025433000000003148
9510,0.024822000000000344
9520,0.02487599999999901
9530,0.02496800000000121
9540,0.025524999999998244
9550,0.02738599999999991
9560,0.02506699999999995
9570,0.02520200000000017
9580,0.025299000000000404
9590,0.025807000000000357
9600,0.02721299999999971
9610,0.025752000000000663
9620,0.028994000000000852
9630,0.02559800000000223
9640,0.024812000000000722
9650,0.024242000000000985
9660,0.024975999999998777
9670,0.02544199999999819
9680,0.02444900000000061
9690,0.026044999999999874
9700,0.02458599999999933
9710,0.026253999999998
9720,0.028224999999999056
9730,0.026125999999997873
9740,0.02800500000000028
9750,0.025691000000001907
9760,0.02475199999999944
9770,0.02721599999999924
9780,0.026868000000000336
9790,0.026232000000000255
9800,0.02597199999999944
9810,0.026676999999999396
9820,0.028245999999999327
9830,0.024593999999996896
9840,0.024996000000001573
9850,0.025653000000001924
9860,0.02564699999999931
9870,0.0249050000000004
9880,0.02515199999999851
9890,0.026431000000002314
9900,0.02828799999999987
9910,0.02547400000000266
9920,0.026407000000002512
9930,0.025162999999999158
9940,0.02769699999999986
9950,0.026120000000002364
9960,0.026278000000001356
9970,0.026270000000000238
9980,0.027833000000001107
9990,0.025873999999998176
